Land,RB,Kreis,VB,Gem,Name
03,2,52,0001,,"Aerzen, Flecken"
03,2,52,0001,001,"Aerzen, Flecken"
03,2,52,0002,,"Bad Münder am Deister, Stadt"
03,2,52,0002,002,"Bad Münder am Deister, Stadt"
03,2,52,0003,,"Bad Pyrmont, Stadt"
03,2,52,0003,003,"Bad Pyrmont, Stadt"
03,2,52,0004,,"Coppenbrügge, Flecken"
03,2,52,0004,004,"Coppenbrügge, Flecken"
03,2,52,0005,,Emmerthal
03,2,52,0005,005,Emmerthal
03,2,52,0006,,"Hameln, Stadt"
03,2,52,0006,006,"Hameln, Stadt"
03,2,52,0007,,"Hessisch Oldendorf, Stadt"
03,2,52,0007,007,"Hessisch Oldendorf, Stadt"
03,2,52,0008,,"Salzhemmendorf, Flecken"
03,2,52,0008,008,"Salzhemmendorf, Flecken"
03,2,54,,,Hildesheim
03,2,54,0002,,"Alfeld (Leine), Stadt"
03,2,54,0002,002,"Alfeld (Leine), Stadt"
03,2,54,0003,,Algermissen
03,2,54,0003,003,Algermissen
03,2,54,0005,,"Bad Salzdetfurth, Stadt"
03,2,54,0005,005,"Bad Salzdetfurth, Stadt"
03,2,54,0008,,"Bockenem, Stadt"
03,2,54,0008,008,"Bockenem, Stadt"
03,2,54,0011,,Diekholzen
03,2,54,0011,011,Diekholzen
03,2,54,0014,,"Elze, Stadt"
03,2,54,0014,014,"Elze, Stadt"
03,2,54,0017,,Giesen
03,2,54,0017,017,Giesen
03,2,54,0020,,Harsum
03,2,54,0020,020,Harsum
03,2,54,0021,,"Hildesheim, Stadt"
03,2,54,0021,021,"Hildesheim, Stadt"
03,2,54,0022,,Holle
03,2,54,0022,022,Holle
03,2,54,0026,,Nordstemmen
03,2,54,0026,026,Nordstemmen
03,2,54,0028,,"Sarstedt, Stadt"
03,2,54,0028,028,"Sarstedt, Stadt"
03,2,54,0029,,Schellerten
03,2,54,0029,029,Schellerten
03,2,54,0032,,Söhlde
03,2,54,0032,032,Söhlde
03,2,54,0042,,Freden (Leine)
03,2,54,0042,042,Freden (Leine)
03,2,54,0044,,Lamspringe
03,2,54,0044,044,Lamspringe
03,2,54,0045,,Sibbesse
03,2,54,0045,045,Sibbesse
03,2,54,5406,,Leinebergland
03,2,54,5406,013,"Eime, Flecken"
03,2,54,5406,041,"Duingen, Flecken"
03,2,54,5406,043,"Gronau (Leine), Stadt"
03,2,55,,,Holzminden
03,2,55,0008,,"Delligsen, Flecken"
03,2,55,0008,008,"Delligsen, Flecken"
03,2,55,0023,,"Holzminden, Stadt"
03,2,55,0023,023,"Holzminden, Stadt"
03,2,55,5401,,Bevern
03,2,55,5401,002,"Bevern, Flecken"
03,2,55,5401,015,Golmbach
03,2,55,5401,021,Holenberg
03,2,55,5401,030,Negenborn
03,2,55,5403,,Boffzen
03,2,55,5403,004,Boffzen
03,2,55,5403,009,Derental
03,2,55,5403,014,Fürstenberg
03,2,55,5403,026,"Lauenförde, Flecken"
03,2,55,5408,,Bodenwerder-Polle
03,2,55,5408,003,"Bodenwerder, Münchhausenstadt"
03,2,55,5408,005,Brevörde
03,2,55,5408,016,Halle
03,2,55,5408,017,Hehlen
03,2,55,5408,019,Heinsen
03,2,55,5408,020,Heyen
03,2,55,5408,025,Kirchbrak
03,2,55,5408,031,"Ottenstein, Flecken"
03,2,55,5408,032,Pegestorf
03,2,55,5408,033,"Polle, Flecken"
03,2,55,5408,035,Vahlbruch
03,2,55,5409,,Eschershausen-Stadtoldendorf
03,2,55,5409,001,Arholzen
03,2,55,5409,007,Deensen
03,2,55,5409,010,Dielmissen
03,2,55,5409,012,Eimen
03,2,55,5409,013,"Eschershausen, Stadt"
03,2,55,5409,018,Heinade
03,2,55,5409,022,Holzen
03,2,55,5409,027,Lenne
03,2,55,5409,028,Lüerdissen
03,2,55,5409,034,"Stadtoldendorf, Stadt"
03,2,55,5409,036,Wangelnstedt
03,2,55,9501,,"Boffzen, gemfr. Gebiet"
03,2,55,9501,501,"Boffzen, gemfr. Gebiet"
03,2,55,9502,,"Eimen, gemfr. Gebiet"
03,2,55,9502,502,"Eimen, gemfr. Gebiet"
03,2,55,9503,,"Eschershausen, gemfr. Gebiet"
03,2,55,9503,503,"Eschershausen, gemfr. Gebiet"
03,2,55,9504,,"Grünenplan, gemfr. Gebiet"
03,2,55,9504,504,"Grünenplan, gemfr. Gebiet"
03,2,55,9505,,"Holzminden, gemfr. Gebiet"
03,2,55,9505,505,"Holzminden, gemfr. Gebiet"
03,2,55,9506,,"Merxhausen, gemfr. Gebiet"
03,2,55,9506,506,"Merxhausen, gemfr. Gebiet"
03,2,55,9508,,"Wenzen, gemfr. Gebiet"
03,2,55,9508,508,"Wenzen, gemfr. Gebiet"
03,2,56,,,Nienburg (Weser)
03,2,56,0022,,"Nienburg (Weser), Stadt"
03,2,56,0022,022,"Nienburg (Weser), Stadt"
03,2,56,0025,,"Rehburg-Loccum, Stadt"
03,2,56,0025,025,"Rehburg-Loccum, Stadt"
03,2,56,0030,,"Steyerberg, Flecken"
03,2,56,0030,030,"Steyerberg, Flecken"
03,2,56,5402,,Heemsen
03,2,56,5402,005,"Drakenburg, Flecken"
03,2,56,5402,011,Haßbergen
03,2,56,5402,012,Heemsen
03,2,56,5402,027,Rohrsen
03,2,56,5407,,Steimbke
03,2,56,5407,020,Linsburg
03,2,56,5407,026,Rodewald
03,2,56,5407,029,Steimbke
03,2,56,5407,031,Stöckse
03,2,56,5408,,Uchte
03,2,56,5408,004,"Diepenau, Flecken"
03,2,56,5408,024,Raddestorf
03,2,56,5408,033,"Uchte, Flecken"
03,2,56,5408,034,Warmsen
03,2,56,5409,,Grafschaft Hoya
03,2,56,5409,003,"Bücken, Flecken"
03,2,56,5409,007,Eystrup
03,2,56,5409,008,Gandesbergen
03,2,56,5409,009,Hämelhausen
03,2,56,5409,010,Hassel (Weser)
03,2,56,5409,013,Hilgermissen
03,2,56,5409,014,"Hoya, Stadt"
03,2,56,5409,015,Hoyerhagen
03,2,56,5409,028,Schweringen
03,2,56,5409,035,Warpe
03,2,56,5410,,Mittelweser
03,2,56,5410,006,Estorf
03,2,56,5410,016,Husum
03,2,56,5410,017,Landesbergen
03,2,56,5410,018,Leese
03,2,56,5410,032,Stolzenau
03,2,56,5411,,Weser-Aue
03,2,56,5411,001,Balge
03,2,56,5411,002,Binnen
03,2,56,5411,019,"Liebenau, Flecken"
03,2,56,5411,021,Marklohe
03,2,56,5411,023,Pennigsehl
03,2,56,5411,036,Wietzen
03,2,57,,,Schaumburg
03,2,57,0003,,Auetal
03,2,57,0003,003,Auetal
03,2,57,0009,,"Bückeburg, Stadt"
03,2,57,0009,009,"Bückeburg, Stadt"
03,2,57,0028,,"Obernkirchen, Stadt"
03,2,57,0028,028,"Obernkirchen, Stadt"
03,2,57,0031,,"Rinteln, Stadt"
03,2,57,0031,031,"Rinteln, Stadt"
03,2,57,0035,,"Stadthagen, Stadt"
03,2,57,0035,035,"Stadthagen, Stadt"
03,2,57,5401,,Eilsen
03,2,57,5401,001,Ahnsen
03,2,57,5401,005,Bad Eilsen
03,2,57,5401,008,Buchholz
03,2,57,5401,012,Heeßen
03,2,57,5401,022,Luhden
03,2,57,5402,,Lindhorst
03,2,57,5402,007,Beckedorf
03,2,57,5402,015,Heuerßen
03,2,57,5402,020,Lindhorst
03,2,57,5402,021,Lüdersfeld
03,2,57,5403,,Nenndorf
03,2,57,5403,006,"Bad Nenndorf, Stadt"
03,2,57,5403,011,Haste
03,2,57,5403,016,Hohnhorst
03,2,57,5403,036,Suthfeld
03,2,57,5404,,Niedernwöhren
03,2,57,5404,019,Lauenhagen
03,2,57,5404,023,Meerbeck
03,2,57,5404,025,Niedernwöhren
03,2,57,5404,027,Nordsehl
03,2,57,5404,030,Pollhagen
03,2,57,5404,037,"Wiedensahl, Flecken"
03,2,57,5405,,Nienstädt
03,2,57,5405,013,Helpsen
03,2,57,5405,014,Hespe
03,2,57,5405,026,Nienstädt
03,2,57,5405,034,Seggebruch
03,2,57,5406,,Rodenberg
03,2,57,5406,002,Apelern
03,2,57,5406,017,Hülsede
03,2,57,5406,018,"Lauenau, Flecken"
03,2,57,5406,024,Messenkamp
03,2,57,5406,029,Pohle
03,2,57,5406,032,"Rodenberg, Stadt"
03,2,57,5407,,Sachsenhagen
03,2,57,5407,004,Auhagen
03,2,57,5407,010,"Hagenburg, Flecken"
03,2,57,5407,033,"Sachsenhagen, Stadt"
03,2,57,5407,038,Wölpinghausen
03,3,,,,Statistische Region Lüneburg
03,3,51,,,Celle
03,3,51,0004,,"Bergen, Stadt"
03,3,51,0004,004,"Bergen, Stadt"
03,3,51,0006,,"Celle, Stadt"
03,3,51,0006,006,"Celle, Stadt"
03,3,51,0010,,Faßberg
03,3,51,0010,010,Faßberg
03,3,51,0012,,Hambühren
03,3,51,0012,012,Hambühren
03,3,51,0023,,Wietze
03,3,51,0023,023,Wietze
03,3,51,0024,,Winsen (Aller)
03,3,51,0024,024,Winsen (Aller)
03,3,51,0025,,Eschede
03,3,51,0025,025,Eschede
03,3,51,0026,,Südheide
03,3,51,0026,026,Südheide
03,3,51,5402,,Flotwedel
03,3,51,5402,005,Bröckel
03,3,51,5402,007,Eicklingen
03,3,51,5402,017,Langlingen
03,3,51,5402,022,"Wienhausen, Klostergemeinde"
03,3,51,5403,,Lachendorf
03,3,51,5403,002,Ahnsbeck
03,3,51,5403,003,Beedenbostel
03,3,51,5403,008,Eldingen
03,3,51,5403,015,Hohne
03,3,51,5403,016,Lachendorf
03,3,51,5404,,Wathlingen
03,3,51,5404,001,Adelheidsdorf
03,3,51,5404,018,Nienhagen
03,3,51,5404,021,Wathlingen
03,3,51,9501,,"Lohheide, gemfr. Bezirk"
03,3,51,9501,501,"Lohheide, gemfr. Bezirk"
03,3,52,,,Cuxhaven
03,3,52,0011,,"Cuxhaven, Stadt"
03,3,52,0011,011,"Cuxhaven, Stadt"
03,3,52,0032,,Loxstedt
03,3,52,0032,032,Loxstedt
03,3,52,0050,,Schiffdorf
03,3,52,0050,050,Schiffdorf
03,3,52,0059,,Beverstedt
03,3,52,0059,059,Beverstedt
03,3,52,0060,,Hagen im Bremischen
03,3,52,0060,060,Hagen im Bremischen
03,3,52,0061,,Wurster Nordseeküste
03,3,52,0061,061,Wurster Nordseeküste
03,3,52,0062,,"Geestland, Stadt"
03,3,52,0062,062,"Geestland, Stadt"
03,3,52,5404,,Börde Lamstedt
03,3,52,5404,002,Armstorf
03,3,52,5404,024,Hollnseth
03,3,52,5404,029,Lamstedt
03,3,52,5404,036,Mittelstenahe
03,3,52,5404,052,Stinstedt
03,3,52,5407,,Hemmoor
03,3,52,5407,020,Hechthausen
03,3,52,5407,022,"Hemmoor, Stadt"
03,3,52,5407,044,Osten
03,3,52,5411,,Land Hadeln
03,3,52,5411,004,Belum
03,3,52,5411,008,Bülkau
03,3,52,5411,025,Ihlienworth
03,3,52,5411,038,Neuenkirchen
03,3,52,5411,039,"Neuhaus (Oste), Flecken"
03,3,52,5411,041,Nordleda
03,3,52,5411,042,Oberndorf
03,3,52,5411,043,Odisheim
03,3,52,5411,045,Osterbruch
03,3,52,5411,046,"Otterndorf, Stadt"
03,3,52,5411,051,Steinau
03,3,52,5411,055,Wanna
03,3,52,5411,056,Wingst
03,3,52,5411,063,Cadenberge
03,3,53,,,Harburg
03,3,53,0005,,"Buchholz in der Nordheide, Stadt"
03,3,53,0005,005,"Buchholz in der Nordheide, Stadt"
03,3,53,0026,,Neu Wulmstorf
03,3,53,0026,026,Neu Wulmstorf
03,3,53,0029,,Rosengarten
03,3,53,0029,029,Rosengarten
03,3,53,0031,,Seevetal
03,3,53,0031,031,Seevetal
03,3,53,0032,,Stelle
03,3,53,0032,032,Stelle
03,3,53,0040,,"Winsen (Luhe), Stadt"
03,3,53,0040,040,"Winsen (Luhe), Stadt"
03,3,53,5401,,Elbmarsch
03,3,53,5401,007,Drage
03,3,53,5401,023,Marschacht
03,3,53,5401,033,Tespe
03,3,53,5402,,Hanstedt
03,3,53,5402,002,Asendorf
03,3,53,5402,004,Brackel
03,3,53,5402,009,Egestorf
03,3,53,5402,016,Hanstedt
03,3,53,5402,024,Marxen
03,3,53,5402,036,Undeloh
03,3,53,5403,,Hollenstedt
03,3,53,5403,001,Appel
03,3,53,5403,008,Drestedt
03,3,53,5403,014,Halvesbostel
03,3,53,5403,019,Hollenstedt
03,3,53,5403,025,Moisburg
03,3,53,5403,028,Regesbostel
03,3,53,5403,039,Wenzendorf
03,3,53,5404,,Jesteburg
03,3,53,5404,003,Bendestorf
03,3,53,5404,017,Harmstorf
03,3,53,5404,020,Jesteburg
03,3,53,5405,,Salzhausen
03,3,53,5405,010,Eyendorf
03,3,53,5405,011,Garlstorf
03,3,53,5405,012,Garstedt
03,3,53,5405,013,Gödenstorf
03,3,53,5405,030,Salzhausen
03,3,53,5405,034,Toppenstedt
03,3,53,5405,037,Vierhöfen
03,3,53,5405,042,Wulfsen
03,3,53,5406,,Tostedt
03,3,53,5406,006,Dohren
03,3,53,5406,015,Handeloh
03,3,53,5406,018,Heidenau
03,3,53,5406,021,Kakenstorf
03,3,53,5406,022,Königsmoor
03,3,53,5406,027,Otter
03,3,53,5406,035,Tostedt
03,3,53,5406,038,Welle
03,3,53,5406,041,Wistedt
03,3,54,,,Lüchow-Dannenberg
03,3,54,5403,,Gartow
03,3,54,5403,005,"Gartow, Flecken"
03,3,54,5403,007,Gorleben
03,3,54,5403,010,Höhbeck
03,3,54,5403,020,Prezelle
03,3,54,5403,021,"Schnackenburg, Stadt"
03,3,54,5406,,Elbtalaue
03,3,54,5406,003,Damnatz
03,3,54,5406,004,"Dannenberg (Elbe), Stadt"
03,3,54,5406,006,Göhrde
03,3,54,5406,008,Gusborn
03,3,54,5406,009,"Hitzacker (Elbe), Stadt"
03,3,54,5406,011,Jameln
03,3,54,5406,012,Karwitz
03,3,54,5406,014,Langendorf
03,3,54,5406,019,Neu Darchau
03,3,54,5406,027,Zernien
03,3,54,5407,,Lüchow (Wendland)
03,3,54,5407,001,"Bergen an der Dumme, Flecken"
03,3,54,5407,002,"Clenze, Flecken"
03,3,54,5407,013,Küsten
03,3,54,5407,015,Lemgow
03,3,54,5407,016,Luckau (Wendland)
03,3,54,5407,017,Lübbow
03,3,54,5407,018,"Lüchow (Wendland), Stadt"
03,3,54,5407,022,Schnega
03,3,54,5407,023,Trebel
03,3,54,5407,024,Waddeweitz
03,3,54,5407,025,Woltersdorf
03,3,54,5407,026,"Wustrow (Wendland), Stadt"
03,3,54,9501,,"Gartow, gemfr. Gebiet"
03,3,54,9501,501,"Gartow, gemfr. Gebiet"
03,3,54,9502,,"Göhrde, gemfr. Gebiet"
03,3,54,9502,502,"Göhrde, gemfr. Gebiet"
03,3,55,,,Lüneburg
03,3,55,0001,,Adendorf
03,3,55,0001,001,Adendorf
03,3,55,0009,,"Bleckede, Stadt"
03,3,55,0009,009,"Bleckede, Stadt"
03,3,55,0022,,"Lüneburg, Hansestadt"
03,3,55,0022,022,"Lüneburg, Hansestadt"
03,3,55,0049,,Amt Neuhaus
03,3,55,0049,049,Amt Neuhaus
03,3,55,5401,,Amelinghausen
03,3,55,5401,002,Amelinghausen
03,3,55,5401,008,Betzendorf
03,3,55,5401,027,Oldendorf (Luhe)
03,3,55,5401,029,Rehlingen
03,3,55,5401,034,Soderstorf
03,3,55,5402,,Bardowick
03,3,55,5402,004,"Bardowick, Flecken"
03,3,55,5402,007,Barum
03,3,55,5402,017,Handorf
03,3,55,5402,023,Mechtersen
03,3,55,5402,028,Radbruch
03,3,55,5402,039,Vögelsen
03,3,55,5402,042,Wittorf
03,3,55,5403,,Dahlenburg
03,3,55,5403,010,Boitze
03,3,55,5403,012,Dahlem
03,3,55,5403,013,"Dahlenburg, Flecken"
03,3,55,5403,025,Nahrendorf
03,3,55,5403,037,Tosterglope
03,3,55,5404,,Gellersen
03,3,55,5404,020,Kirchgellersen
03,3,55,5404,031,Reppenstedt
03,3,55,5404,035,Südergellersen
03,3,55,5404,041,Westergellersen
03,3,55,5405,,Ilmenau
03,3,55,5405,006,Barnstedt
03,3,55,5405,014,Deutsch Evern
03,3,55,5405,016,Embsen
03,3,55,5405,024,Melbeck
03,3,55,5406,,Ostheide
03,3,55,5406,005,Barendorf
03,3,55,5406,026,Neetze
03,3,55,5406,030,Reinstorf
03,3,55,5406,036,Thomasburg
03,3,55,5406,038,Vastorf
03,3,55,5406,040,Wendisch Evern
03,3,55,5407,,Scharnebeck
03,3,55,5407,003,"Artlenburg, Flecken"
03,3,55,5407,011,Brietlingen
03,3,55,5407,015,Echem
03,3,55,5407,018,Hittbergen
03,3,55,5407,019,Hohnstorf (Elbe)
03,3,55,5407,021,Lüdersburg
03,3,55,5407,032,Rullstorf
03,3,55,5407,033,Scharnebeck
03,3,56,,,Osterholz
03,3,56,0002,,Grasberg
03,3,56,0002,002,Grasberg
03,3,56,0005,,Lilienthal
03,3,56,0005,005,Lilienthal
03,3,56,0007,,"Osterholz-Scharmbeck, Stadt"
03,3,56,0007,007,"Osterholz-Scharmbeck, Stadt"
03,3,56,0008,,Ritterhude
03,3,56,0008,008,Ritterhude
03,3,56,0009,,Schwanewede
03,3,56,0009,009,Schwanewede
03,3,56,0011,,Worpswede
03,3,56,0011,011,Worpswede
03,3,56,5401,,Hambergen
03,3,56,5401,001,Axstedt
03,3,56,5401,003,Hambergen
03,3,56,5401,004,Holste
03,3,56,5401,006,Lübberstedt
03,3,56,5401,010,Vollersode
03,3,57,,,Rotenburg (Wümme)
03,3,57,0008,,"Bremervörde, Stadt"
03,3,57,0008,008,"Bremervörde, Stadt"
03,3,57,0016,,Gnarrenburg
03,3,57,0016,016,Gnarrenburg
03,3,57,0039,,"Rotenburg (Wümme), Stadt"
03,3,57,0039,039,"Rotenburg (Wümme), Stadt"
03,3,57,0041,,Scheeßel
03,3,57,0041,041,Scheeßel
03,3,57,0051,,"Visselhövede, Stadt"
03,3,57,0051,051,"Visselhövede, Stadt"
03,3,57,5401,,Bothel
03,3,57,5401,006,Bothel
03,3,57,5401,009,Brockel
03,3,57,5401,024,Hemsbünde
03,3,57,5401,025,Hemslingen
03,3,57,5401,031,Kirchwalsede
03,3,57,5401,054,Westerwalsede
03,3,57,5402,,Fintel
03,3,57,5402,015,Fintel
03,3,57,5402,023,Helvesiek
03,3,57,5402,033,Lauenbrück
03,3,57,5402,046,Stemmen
03,3,57,5402,049,Vahlde
03,3,57,5403,,Geestequelle
03,3,57,5403,002,Alfstedt
03,3,57,5403,004,Basdahl
03,3,57,5403,012,Ebersdorf
03,3,57,5403,027,Hipstedt
03,3,57,5403,035,Oerel
03,3,57,5404,,Selsingen
03,3,57,5404,003,Anderlingen
03,3,57,5404,011,Deinstedt
03,3,57,5404,014,Farven
03,3,57,5404,036,Ostereistedt
03,3,57,5404,038,Rhade
03,3,57,5404,040,Sandbostel
03,3,57,5404,042,Seedorf
03,3,57,5404,043,Selsingen
03,3,57,5405,,Sittensen
03,3,57,5405,017,Groß Meckelsen
03,3,57,5405,019,Hamersen
03,3,57,5405,029,Kalbe
03,3,57,5405,032,Klein Meckelsen
03,3,57,5405,034,Lengenbostel
03,3,57,5405,044,Sittensen
03,3,57,5405,048,Tiste
03,3,57,5405,050,Vierden
03,3,57,5405,056,Wohnste
03,3,57,5406,,Sottrum
03,3,57,5406,001,Ahausen
03,3,57,5406,005,Bötersen
03,3,57,5406,020,Hassendorf
03,3,57,5406,022,Hellwege
03,3,57,5406,028,Horstedt
03,3,57,5406,037,Reeßum
03,3,57,5406,045,Sottrum
03,3,57,5407,,Tarmstedt
03,3,57,5407,007,Breddorf
03,3,57,5407,010,Bülstedt
03,3,57,5407,026,Hepstedt
03,3,57,5407,030,Kirchtimke
03,3,57,5407,047,Tarmstedt
03,3,57,5407,052,Vorwerk
03,3,57,5407,053,Westertimke
03,3,57,5407,055,Wilstedt
03,3,57,5408,,Zeven
03,3,57,5408,013,Elsdorf
03,3,57,5408,018,Gyhum
03,3,57,5408,021,Heeslingen
03,3,57,5408,057,"Zeven, Stadt"
03,3,58,,,Heidekreis
03,3,58,0002,,Bispingen
03,3,58,0002,002,Bispingen
03,3,58,0008,,"Bad Fallingbostel, Stadt"
03,3,58,0008,008,"Bad Fallingbostel, Stadt"
03,3,58,0016,,"Munster, Stadt"
03,3,58,0016,016,"Munster, Stadt"
03,3,58,0017,,Neuenkirchen
03,3,58,0017,017,Neuenkirchen
03,3,58,0019,,"Schneverdingen, Stadt"
03,3,58,0019,019,"Schneverdingen, Stadt"
03,3,58,0021,,"Soltau, Stadt"
03,3,58,0021,021,"Soltau, Stadt"
03,3,58,0023,,Wietzendorf
03,3,58,0023,023,Wietzendorf
03,3,58,0024,,"Walsrode, Stadt"
03,3,58,0024,024,"Walsrode, Stadt"
03,3,58,5401,,Ahlden
03,3,58,5401,001,"Ahlden (Aller), Flecken"
03,3,58,5401,006,Eickeloh
03,3,58,5401,011,Grethem
03,3,58,5401,012,Hademstorf
03,3,58,5401,014,Hodenhagen
03,3,58,5402,,"Rethem (Aller), Stadt"
03,3,58,5402,003,Böhme
03,3,58,5402,009,Frankenfeld
03,3,58,5402,013,Häuslingen
03,3,58,5402,018,"Rethem (Aller), Stadt"
03,3,58,5403,,Schwarmstedt
03,3,58,5403,005,Buchholz (Aller)
03,3,58,5403,007,Essel
03,3,58,5403,010,Gilten
03,3,58,5403,015,Lindwedel
03,3,58,5403,020,Schwarmstedt
03,3,58,9501,,"Osterheide, gemfr. Bezirk"
03,3,58,9501,501,"Osterheide, gemfr. Bezirk"
03,3,59,,,Stade
03,3,59,0010,,"Buxtehude, Stadt"
03,3,59,0010,010,"Buxtehude, Hansestadt"
03,3,59,0013,,Drochtersen
03,3,59,0013,013,Drochtersen
03,3,59,0028,,Jork
03,3,59,0028,028,Jork
03,3,59,0038,,"Stade, Hansestadt"
03,3,59,0038,038,"Stade, Hansestadt"
03,3,59,5401,,Apensen
03,3,59,5401,003,Apensen
03,3,59,5401,006,Beckdorf
03,3,59,5401,037,Sauensiek
03,3,59,5402,,Fredenbeck
03,3,59,5402,011,Deinste
03,3,59,5402,017,Fredenbeck
03,3,59,5402,031,Kutenholz
03,3,59,5403,,Harsefeld
03,3,59,5403,002,Ahlerstedt
03,3,59,5403,005,Bargstedt
03,3,59,5403,008,Brest
03,3,59,5403,023,"Harsefeld, Flecken"
03,3,59,5405,,Horneburg
03,3,59,5405,001,Agathenburg
03,3,59,5405,007,Bliedersdorf
03,3,59,5405,012,Dollern
03,3,59,5405,027,"Horneburg, Flecken"
03,3,59,5405,034,Nottensdorf
03,3,59,5406,,Lühe
03,3,59,5406,020,Grünendeich
03,3,59,5406,021,Guderhandviertel
03,3,59,5406,026,Hollern-Twielenfleth
03,3,59,5406,032,Mittelnkirchen
03,3,59,5406,033,Neuenkirchen
03,3,59,5406,039,Steinkirchen
03,3,59,5407,,Nordkehdingen
03,3,59,5407,004,Balje
03,3,59,5407,018,"Freiburg (Elbe), Flecken"
03,3,59,5407,030,Krummendeich
03,3,59,5407,035,Oederquart
03,3,59,5407,040,Wischhafen
03,3,59,5409,,Oldendorf-Himmelpforten
03,3,59,5409,009,Burweg
03,3,59,5409,014,Düdenbüttel
03,3,59,5409,015,Engelschoff
03,3,59,5409,016,Estorf
03,3,59,5409,019,Großenwörden
03,3,59,5409,022,Hammah
03,3,59,5409,024,Heinbockel
03,3,59,5409,025,Himmelpforten
03,3,59,5409,029,Kranenburg
03,3,59,5409,036,Oldendorf
03,3,60,,,Uelzen
03,3,60,0004,,Bienenbüttel
03,3,60,0004,004,Bienenbüttel
03,3,60,0025,,"Uelzen, Hansestadt"
03,3,60,0025,025,"Uelzen, Hansestadt"
03,3,60,5404,,Rosche
03,3,60,5404,015,Oetzen
03,3,60,5404,016,Rätzlingen
03,3,60,5404,018,Rosche
03,3,60,5404,022,Stoetze
03,3,60,5404,024,Suhlendorf
03,3,60,5405,,Suderburg
03,3,60,5405,007,Eimke
03,3,60,5405,009,Gerdau
03,3,60,5405,023,Suderburg
03,3,60,5407,,Bevensen-Ebstorf
03,3,60,5407,001,Altenmedingen
03,3,60,5407,002,"Bad Bevensen, Stadt"
03,3,60,5407,003,Barum
03,3,60,5407,006,"Ebstorf,Klosterflecken"
03,3,60,5407,008,Emmendorf
03,3,60,5407,010,Hanstedt
03,3,60,5407,011,Himbergen
03,3,60,5407,012,Jelmstorf
03,3,60,5407,014,Natendorf
03,3,60,5407,017,Römstedt
03,3,60,5407,019,Schwienau
03,3,60,5407,026,Weste
03,3,60,5407,029,Wriedel
03,3,60,5408,,Aue
03,3,60,5408,005,"Bad Bodenteich, Flecken"
03,3,60,5408,013,Lüder
03,3,60,5408,020,Soltendieck
03,3,60,5408,030,Wrestedt
03,3,61,,,Verden
03,3,61,0001,,"Achim, Stadt"
03,3,61,0001,001,"Achim, Stadt"
03,3,61,0003,,Dörverden
03,3,61,0003,003,Dörverden
03,3,61,0005,,Kirchlinteln
03,3,61,0005,005,Kirchlinteln
03,3,61,0006,,"Langwedel, Flecken"
03,3,61,0006,006,"Langwedel, Flecken"
03,3,61,0008,,"Ottersberg, Flecken"
03,3,61,0008,008,"Ottersberg, Flecken"
03,3,61,0009,,Oyten
03,3,61,0009,009,Oyten
03,3,61,0012,,"Verden (Aller), Stadt"
03,3,61,0012,012,"Verden (Aller), Stadt"
03,3,61,5401,,Thedinghausen
03,3,61,5401,002,Blender
03,3,61,5401,004,Emtinghausen
03,3,61,5401,010,Riede
03,3,61,5401,013,Thedinghausen
03,4,,,,Statistische Region Weser-Ems
03,4,01,,,"Delmenhorst, Stadt"
03,4,01,0000,,"Delmenhorst, Stadt"
03,4,01,0000,000,"Delmenhorst, Stadt"
03,4,02,,,"Emden, Stadt"
03,4,02,0000,,"Emden, Stadt"
03,4,02,0000,000,"Emden, Stadt"
03,4,03,,,"Oldenburg (Oldenburg), Stadt"
03,4,03,0000,,"Oldenburg (Oldenburg), Stadt"
03,4,03,0000,000,"Oldenburg (Oldenburg), Stadt"
03,4,04,,,"Osnabrück, Stadt"
03,4,04,0000,,"Osnabrück, Stadt"
03,4,04,0000,000,"Osnabrück, Stadt"
03,4,05,,,"Wilhelmshaven, Stadt"
03,4,05,0000,,"Wilhelmshaven, Stadt"
03,4,05,0000,000,"Wilhelmshaven, Stadt"
03,4,51,,,Ammerland
03,4,51,0001,,Apen
03,4,51,0001,001,Apen
03,4,51,0002,,Bad Zwischenahn
03,4,51,0002,002,Bad Zwischenahn
03,4,51,0004,,Edewecht
03,4,51,0004,004,Edewecht
03,4,51,0005,,Rastede
03,4,51,0005,005,Rastede
03,4,51,0007,,"Westerstede, Stadt"
03,4,51,0007,007,"Westerstede, Stadt"
03,4,51,0008,,Wiefelstede
03,4,51,0008,008,Wiefelstede
03,4,52,,,Aurich
03,4,52,0001,,"Aurich, Stadt"
03,4,52,0001,001,"Aurich, Stadt"
03,4,52,0002,,Baltrum
03,4,52,0002,002,Baltrum
03,4,52,0006,,Großefehn
03,4,52,0006,006,Großefehn
03,4,52,0007,,Großheide
03,4,52,0007,007,Großheide
03,4,52,0011,,Hinte
03,4,52,0011,011,Hinte
03,4,52,0012,,Ihlow
03,4,52,0012,012,Ihlow
03,4,52,0013,,"Juist, Inselgemeinde"
03,4,52,0013,013,"Juist, Inselgemeinde"
03,4,52,0014,,Krummhörn
03,4,52,0014,014,Krummhörn
03,4,52,0019,,"Norden, Stadt"
03,4,52,0019,019,"Norden, Stadt"
03,4,52,0020,,"Norderney, Stadt"
03,4,52,0020,020,"Norderney, Stadt"
03,4,52,0023,,Südbrookmerland
03,4,52,0023,023,Südbrookmerland
03,4,52,0025,,"Wiesmoor, Stadt"
