Land,RB,Kreis,VB,Gem,Name
08,1,25,5003,013,"Brackenheim, Stadt"
08,1,25,5003,017,Cleebronn
08,1,25,5004,,VVG der Stadt Eppingen
08,1,25,5004,026,"Eppingen, Stadt"
08,1,25,5004,034,Gemmingen
08,1,25,5004,047,Ittlingen
08,1,25,5005,,GVV Flein-Talheim
08,1,25,5005,030,Flein
08,1,25,5005,094,Talheim
08,1,25,5006,,VVG der Stadt Lauffen am Neckar
08,1,25,5006,056,"Lauffen am Neckar, Stadt"
08,1,25,5006,066,Neckarwestheim
08,1,25,5006,074,Nordheim
08,1,25,5007,,VVG der Stadt Möckmühl
08,1,25,5007,048,Jagsthausen
08,1,25,5007,063,"Möckmühl, Stadt"
08,1,25,5007,084,Roigheim
08,1,25,5007,103,"Widdern, Stadt"
08,1,25,5008,,VVG der Stadt Neckarsulm
08,1,25,5008,027,Erlenbach
08,1,25,5008,065,"Neckarsulm, Stadt"
08,1,25,5008,096,Untereisesheim
08,1,25,5009,,VVG der Stadt Neuenstadt am Kocher
08,1,25,5009,069,"Neuenstadt am Kocher, Stadt"
08,1,25,5009,111,Hardthausen am Kocher
08,1,25,5009,113,Langenbrettach
08,1,25,5010,,GVV Oberes Zabergäu
08,1,25,5010,038,"Güglingen, Stadt"
08,1,25,5010,081,Pfaffenhofen
08,1,25,5010,108,Zaberfeld
08,1,25,5011,,VVG der Gemeinde Obersulm
08,1,25,5011,059,"Löwenstein, Stadt"
08,1,25,5011,110,Obersulm
08,1,25,5012,,GVV Schozach-Bottwartal
08,1,25,5012,001,Abstatt
08,1,25,5012,008,"Beilstein, Stadt"
08,1,25,5012,046,Ilsfeld
08,1,25,5012,098,Untergruppenbach
08,1,25,5013,,VVG der Stadt Schwaigern
08,1,25,5013,061,Massenbachhausen
08,1,25,5013,086,"Schwaigern, Stadt"
08,1,25,5014,,GVV Raum Weinsberg
08,1,25,5014,021,Eberstadt
08,1,25,5014,024,Ellhofen
08,1,25,5014,057,Lehrensteinsfeld
08,1,25,5014,102,"Weinsberg, Stadt"
08,1,26,,,Hohenlohekreis
08,1,26,0011,,Bretzfeld
08,1,26,0011,011,Bretzfeld
08,1,26,0072,,Schöntal
08,1,26,0072,072,Schöntal
08,1,26,5001,,GVV Hohenloher Ebene
08,1,26,5001,047,Kupferzell
08,1,26,5001,058,"Neuenstein, Stadt"
08,1,26,5001,085,"Waldenburg, Stadt"
08,1,26,5002,,GVV Krautheim
08,1,26,5002,020,Dörzbach
08,1,26,5002,045,"Krautheim, Stadt"
08,1,26,5002,056,Mulfingen
08,1,26,5003,,VVG der Stadt Künzelsau
08,1,26,5003,039,"Ingelfingen, Stadt"
08,1,26,5003,046,"Künzelsau, Stadt"
08,1,26,5004,,GVV Mittleres Kochertal
08,1,26,5004,028,"Forchtenberg, Stadt"
08,1,26,5004,060,"Niedernhall, Stadt"
08,1,26,5004,086,Weißbach
08,1,26,5005,,VVG der Stadt Öhringen
08,1,26,5005,066,"Öhringen, Stadt"
08,1,26,5005,069,Pfedelbach
08,1,26,5005,094,Zweiflingen
08,1,27,,,Schwäbisch Hall
08,1,27,0008,,Blaufelden
08,1,27,0008,008,Blaufelden
08,1,27,0052,,Mainhardt
08,1,27,0052,052,Mainhardt
08,1,27,0075,,"Schrozberg, Stadt"
08,1,27,0075,075,"Schrozberg, Stadt"
08,1,27,5001,,GVV Braunsbach-Untermünkheim
08,1,27,5001,009,Braunsbach
08,1,27,5001,086,Untermünkheim
08,1,27,5002,,VVG der Stadt Crailsheim
08,1,27,5002,014,"Crailsheim, Stadt"
08,1,27,5002,073,Satteldorf
08,1,27,5002,103,Frankenhardt
08,1,27,5002,104,Stimpfach
08,1,27,5003,,GVV Fichtenau
08,1,27,5003,101,Kreßberg
08,1,27,5003,102,Fichtenau
08,1,27,5004,,VVG der Stadt Gerabronn
08,1,27,5004,032,"Gerabronn, Stadt"
08,1,27,5004,047,"Langenburg, Stadt"
08,1,27,5005,,GVV Ilshofen-Vellberg
08,1,27,5005,043,"Ilshofen, Stadt"
08,1,27,5005,089,"Vellberg, Stadt"
08,1,27,5005,099,Wolpertshausen
08,1,27,5006,,GVV Limpurger Land
08,1,27,5006,023,Fichtenberg
08,1,27,5006,025,"Gaildorf, Stadt"
08,1,27,5006,062,Oberrot
08,1,27,5006,079,Sulzbach-Laufen
08,1,27,5007,,GVV Oberes Bühlertal
08,1,27,5007,012,Bühlertann
08,1,27,5007,013,Bühlerzell
08,1,27,5007,063,Obersontheim
08,1,27,5008,,GVV Brettach/Jagst
08,1,27,5008,046,"Kirchberg an der Jagst, Stadt"
08,1,27,5008,071,Rot am See
08,1,27,5008,091,Wallhausen
08,1,27,5009,,VVG der Stadt Schwäbisch Hall
08,1,27,5009,056,Michelbach an der Bilz
08,1,27,5009,059,Michelfeld
08,1,27,5009,076,"Schwäbisch Hall, Stadt"
08,1,27,5009,100,Rosengarten
08,1,28,,,Main-Tauber-Kreis
08,1,28,0020,,"Creglingen, Stadt"
08,1,28,0020,020,"Creglingen, Stadt"
08,1,28,0039,,"Freudenberg, Stadt"
08,1,28,0039,039,"Freudenberg, Stadt"
08,1,28,0064,,"Külsheim, Stadt"
08,1,28,0064,064,"Külsheim, Stadt"
08,1,28,0082,,"Niederstetten, Stadt"
08,1,28,0082,082,"Niederstetten, Stadt"
08,1,28,0126,,"Weikersheim, Stadt"
08,1,28,0126,126,"Weikersheim, Stadt"
08,1,28,0131,,"Wertheim, Stadt"
08,1,28,0131,131,"Wertheim, Stadt"
08,1,28,0139,,"Lauda-Königshofen, Stadt"
08,1,28,0139,139,"Lauda-Königshofen, Stadt"
08,1,28,5001,,VVG der Stadt Bad Mergentheim
08,1,28,5001,006,Assamstadt
08,1,28,5001,007,"Bad Mergentheim, Stadt"
08,1,28,5001,058,Igersheim
08,1,28,5002,,VVG der Stadt Boxberg
08,1,28,5002,014,"Boxberg, Stadt"
08,1,28,5002,138,Ahorn
08,1,28,5003,,VVG der Stadt Grünsfeld
08,1,28,5003,047,"Grünsfeld, Stadt"
08,1,28,5003,137,Wittighausen
08,1,28,5004,,VVG der Stadt Tauberbischofsheim
08,1,28,5004,045,Großrinderfeld
08,1,28,5004,061,Königheim
08,1,28,5004,115,"Tauberbischofsheim, Stadt"
08,1,28,5004,128,Werbach
08,1,3,,,Region Ostwürttemberg
08,1,35,,,Heidenheim
08,1,35,0010,,Dischingen
08,1,35,0010,010,Dischingen
08,1,35,0015,,Gerstetten
08,1,35,0015,015,Gerstetten
08,1,35,0020,,"Herbrechtingen, Stadt"
08,1,35,0020,020,"Herbrechtingen, Stadt"
08,1,35,0025,,Königsbronn
08,1,35,0025,025,Königsbronn
08,1,35,0032,,Steinheim am Albuch
08,1,35,0032,032,Steinheim am Albuch
08,1,35,5001,,VVG der Stadt Giengen an der Brenz
08,1,35,5001,016,"Giengen an der Brenz, Stadt"
08,1,35,5001,021,Hermaringen
08,1,35,5002,,VVG der Stadt Heidenheim an der Brenz
08,1,35,5002,019,"Heidenheim an der Brenz, Stadt"
08,1,35,5002,026,Nattheim
08,1,35,5003,,GVV Sontheim-Niederstotzingen
08,1,35,5003,027,"Niederstotzingen, Stadt"
08,1,35,5003,031,Sontheim an der Brenz
08,1,36,,,Ostalbkreis
08,1,36,0002,,Abtsgmünd
08,1,36,0002,002,Abtsgmünd
08,1,36,0027,,Gschwend
08,1,36,0027,027,Gschwend
08,1,36,0042,,"Lorch, Stadt"
08,1,36,0042,042,"Lorch, Stadt"
08,1,36,0045,,"Neresheim, Stadt"
08,1,36,0045,045,"Neresheim, Stadt"
08,1,36,0050,,"Oberkochen, Stadt"
08,1,36,0050,050,"Oberkochen, Stadt"
08,1,36,5001,,VVG der Stadt Aalen
08,1,36,5001,021,Essingen
08,1,36,5001,033,Hüttlingen
08,1,36,5001,088,"Aalen, Stadt"
08,1,36,5002,,VVG der Stadt Bopfingen
08,1,36,5002,010,"Bopfingen, Stadt"
08,1,36,5002,037,Kirchheim am Ries
08,1,36,5002,087,Riesbürg
08,1,36,5003,,VVG der Stadt Ellwangen (Jagst)
08,1,36,5003,003,Adelmannsfelden
08,1,36,5003,018,Ellenberg
08,1,36,5003,019,"Ellwangen (Jagst), Stadt"
08,1,36,5003,035,Jagstzell
08,1,36,5003,046,Neuler
08,1,36,5003,060,Rosenberg
08,1,36,5003,084,Wört
08,1,36,5003,089,Rainau
08,1,36,5004,,GVV Kapfenburg
08,1,36,5004,038,"Lauchheim, Stadt"
08,1,36,5004,082,Westhausen
08,1,36,5005,,GVV Leintal-Frickenhofer Höhe
08,1,36,5005,020,Eschach
08,1,36,5005,024,Göggingen
08,1,36,5005,034,Iggingen
08,1,36,5005,040,Leinzell
08,1,36,5005,049,Obergröningen
08,1,36,5005,062,Schechingen
08,1,36,5006,,GVV Rosenstein
08,1,36,5006,007,Bartholomä
08,1,36,5006,009,Böbingen an der Rems
08,1,36,5006,028,"Heubach, Stadt"
08,1,36,5006,029,Heuchlingen
08,1,36,5006,043,Mögglingen
08,1,36,5007,,VVG der Stadt Schwäbisch Gmünd
08,1,36,5007,065,"Schwäbisch Gmünd, Stadt"
08,1,36,5007,079,Waldstetten
08,1,36,5008,,GVV Schwäbischer Wald
08,1,36,5008,015,Durlangen
08,1,36,5008,044,Mutlangen
08,1,36,5008,061,Ruppertshofen
08,1,36,5008,066,Spraitbach
08,1,36,5008,070,Täferrot
08,1,36,5009,,GVV Tannhausen
08,1,36,5009,068,Stödtlen
08,1,36,5009,071,Tannhausen
08,1,36,5009,075,Unterschneidheim
08,2,,,,Reg.-Bez. Karlsruhe
08,2,1,,,Region Mittlerer Oberrhein
08,2,11,,,"Baden-Baden, Stadtkreis"
08,2,11,0000,,"Baden-Baden, Stadt"
08,2,11,0000,000,"Baden-Baden, Stadt"
08,2,12,,,"Karlsruhe, Stadtkreis"
08,2,12,0000,,"Karlsruhe, Stadt"
08,2,12,0000,000,"Karlsruhe, Stadt"
08,2,15,,,Karlsruhe
08,2,15,0017,,"Ettlingen, Stadt"
08,2,15,0017,017,"Ettlingen, Stadt"
08,2,15,0046,,Malsch
08,2,15,0046,046,Malsch
08,2,15,0047,,Marxzell
08,2,15,0047,047,Marxzell
08,2,15,0064,,"Östringen, Stadt"
08,2,15,0064,064,"Östringen, Stadt"
08,2,15,0084,,Ubstadt-Weiher
08,2,15,0084,084,Ubstadt-Weiher
08,2,15,0089,,Walzbachtal
08,2,15,0089,089,Walzbachtal
08,2,15,0090,,Weingarten (Baden)
08,2,15,0090,090,Weingarten (Baden)
08,2,15,0096,,Karlsbad
08,2,15,0096,096,Karlsbad
08,2,15,0097,,"Kraichtal, Stadt"
08,2,15,0097,097,"Kraichtal, Stadt"
08,2,15,0101,,Pfinztal
08,2,15,0101,101,Pfinztal
08,2,15,0102,,Eggenstein-Leopoldshafen
08,2,15,0102,102,Eggenstein-Leopoldshafen
08,2,15,0105,,Linkenheim-Hochstetten
08,2,15,0105,105,Linkenheim-Hochstetten
08,2,15,0106,,"Waghäusel, Stadt"
08,2,15,0106,106,"Waghäusel, Stadt"
08,2,15,0108,,"Rheinstetten, Stadt"
08,2,15,0108,108,"Rheinstetten, Stadt"
08,2,15,0109,,"Stutensee, Stadt"
08,2,15,0109,109,"Stutensee, Stadt"
08,2,15,0110,,Waldbronn
08,2,15,0110,110,Waldbronn
08,2,15,5001,,VVG der Gemeinde Bad Schönborn
08,2,15,5001,039,Kronau
08,2,15,5001,100,Bad Schönborn
08,2,15,5002,,VVG der Stadt Bretten
08,2,15,5002,007,"Bretten, Stadt"
08,2,15,5002,025,Gondelsheim
08,2,15,5003,,VVG der Stadt Bruchsal
08,2,15,5003,009,"Bruchsal, Stadt"
08,2,15,5003,021,Forst
08,2,15,5003,029,Hambrücken
08,2,15,5003,103,Karlsdorf-Neuthard
08,2,15,5004,,VVG der Gemeinde Graben-Neudorf
08,2,15,5004,099,Graben-Neudorf
08,2,15,5004,111,Dettenheim
08,2,15,5005,,VVG der Gemeinde Oberderdingen
08,2,15,5005,040,Kürnbach
08,2,15,5005,059,Oberderdingen
08,2,15,5006,,GVV Philippsburg
08,2,15,5006,066,"Philippsburg, Stadt"
08,2,15,5006,107,Oberhausen-Rheinhausen
08,2,15,5007,,VVG der Gemeinde Sulzfeld
08,2,15,5007,082,Sulzfeld
08,2,15,5007,094,Zaisenhausen
08,2,16,,,Rastatt
08,2,16,0008,,Bühlertal
08,2,16,0008,008,Bühlertal
08,2,16,0013,,Forbach
08,2,16,0013,013,Forbach
08,2,16,0015,,"Gaggenau, Stadt"
08,2,16,0015,015,"Gaggenau, Stadt"
08,2,16,5001,,GVV Nachbarschaftsverband Bischweier-Kuppenheim
08,2,16,5001,006,Bischweier
08,2,16,5001,024,"Kuppenheim, Stadt"
08,2,16,5002,,VVG der Stadt Bühl
08,2,16,5002,007,"Bühl, Stadt"
08,2,16,5002,041,Ottersweier
08,2,16,5003,,GVV Durmersheim
08,2,16,5003,002,Au am Rhein
08,2,16,5003,005,Bietigheim
08,2,16,5003,009,Durmersheim
08,2,16,5003,012,Elchesheim-Illingen
08,2,16,5004,,VVG der Stadt Gernsbach
08,2,16,5004,017,"Gernsbach, Stadt"
08,2,16,5004,029,Loffenau
08,2,16,5004,059,Weisenbach
08,2,16,5005,,VVG der Stadt Rastatt
08,2,16,5005,023,Iffezheim
08,2,16,5005,033,Muggensturm
08,2,16,5005,039,Ötigheim
08,2,16,5005,043,"Rastatt, Stadt"
08,2,16,5005,052,Steinmauern
08,2,16,5006,,GVV Rheinmünster-Lichtenau
08,2,16,5006,028,"Lichtenau, Stadt"
08,2,16,5006,063,Rheinmünster
08,2,16,5007,,VVG der Gemeinde Sinzheim
08,2,16,5007,022,Hügelsheim
08,2,16,5007,049,Sinzheim
08,2,2,,,Region Rhein-Neckar
08,2,21,,,"Heidelberg, Stadtkreis"
08,2,21,0000,,"Heidelberg, Stadt"
08,2,21,0000,000,"Heidelberg, Stadt"
08,2,22,,,"Mannheim, Stadtkreis"
08,2,22,0000,,"Mannheim, Universitätsstadt"
08,2,22,0000,000,"Mannheim, Universitätsstadt"
08,2,25,,,Neckar-Odenwald-Kreis
08,2,25,0014,,"Buchen (Odenwald), Stadt"
08,2,25,0014,014,"Buchen (Odenwald), Stadt"
08,2,25,0060,,Mudau
08,2,25,0060,060,Mudau
08,2,25,5001,,GVV Hardheim-Walldürn
08,2,25,5001,032,Hardheim
08,2,25,5001,039,Höpfingen
08,2,25,5001,109,"Walldürn, Stadt"
08,2,25,5002,,VVG der Gemeinde Haßmersheim
08,2,25,5002,033,Haßmersheim
08,2,25,5002,042,Hüffenhardt
08,2,25,5003,,GVV Kleiner Odenwald
08,2,25,5003,002,Aglasterhausen
08,2,25,5003,068,Neunkirchen
08,2,25,5003,116,Schwarzach
08,2,25,5004,,VVG der Gemeinde Limbach
08,2,25,5004,024,Fahrenbach
08,2,25,5004,052,Limbach
08,2,25,5005,,VVG der Stadt Mosbach
08,2,25,5005,058,"Mosbach, Stadt"
08,2,25,5005,067,Neckarzimmern
08,2,25,5005,074,Obrigheim
08,2,25,5005,117,Elztal
08,2,25,5006,,GVV Neckargerach-Waldbrunn
08,2,25,5006,010,Binau
08,2,25,5006,064,Neckargerach
08,2,25,5006,113,Zwingenberg
08,2,25,5006,118,Waldbrunn
08,2,25,5007,,GVV Osterburken
08,2,25,5007,075,"Osterburken, Stadt"
08,2,25,5007,082,Rosenberg
08,2,25,5007,114,"Ravenstein, Stadt"
08,2,25,5008,,GVV Schefflenztal
08,2,25,5008,009,Billigheim
08,2,25,5008,115,Schefflenz
08,2,25,5009,,GVV Seckachtal
08,2,25,5009,001,"Adelsheim, Stadt"
08,2,25,5009,091,Seckach
08,2,26,,,Rhein-Neckar-Kreis
08,2,26,0009,,Brühl
08,2,26,0009,009,Brühl
08,2,26,0012,,Dossenheim
08,2,26,0012,012,Dossenheim
08,2,26,0018,,"Eppelheim, Stadt"
08,2,26,0018,018,"Eppelheim, Stadt"
08,2,26,0028,,Heddesheim
08,2,26,0028,028,Heddesheim
08,2,26,0036,,Ilvesheim
08,2,26,0036,036,Ilvesheim
08,2,26,0037,,Ketsch
08,2,26,0037,037,Ketsch
08,2,26,0038,,"Ladenburg, Stadt"
08,2,26,0038,038,"Ladenburg, Stadt"
08,2,26,0041,,"Leimen, Stadt"
08,2,26,0041,041,"Leimen, Stadt"
08,2,26,0060,,Nußloch
08,2,26,0060,060,Nußloch
08,2,26,0062,,Oftersheim
08,2,26,0062,062,Oftersheim
08,2,26,0063,,Plankstadt
08,2,26,0063,063,Plankstadt
08,2,26,0076,,Sandhausen
08,2,26,0076,076,Sandhausen
08,2,26,0082,,"Schriesheim, Stadt"
08,2,26,0082,082,"Schriesheim, Stadt"
08,2,26,0084,,"Schwetzingen, Stadt"
08,2,26,0084,084,"Schwetzingen, Stadt"
08,2,26,0095,,"Walldorf, Stadt"
08,2,26,0095,095,"Walldorf, Stadt"
08,2,26,0096,,"Weinheim, Stadt"
08,2,26,0096,096,"Weinheim, Stadt"
08,2,26,0103,,St. Leon-Rot
08,2,26,0103,103,St. Leon-Rot
08,2,26,0105,,Edingen-Neckarhausen
08,2,26,0105,105,Edingen-Neckarhausen
08,2,26,0107,,Hirschberg an der Bergstraße
08,2,26,0107,107,Hirschberg an der Bergstraße
08,2,26,5001,,VVG der Stadt Eberbach
08,2,26,5001,013,"Eberbach, Stadt"
08,2,26,5001,081,Schönbrunn
08,2,26,5002,,GVV Elsenztal
08,2,26,5002,020,Eschelbronn
08,2,26,5002,048,Mauer
08,2,26,5002,049,Meckesheim
08,2,26,5002,086,Spechbach
08,2,26,5002,104,Lobbach
08,2,26,5003,,VVG der Stadt Hemsbach
08,2,26,5003,031,"Hemsbach, Stadt"
08,2,26,5003,040,Laudenbach
08,2,26,5004,,VVG der Stadt Hockenheim
08,2,26,5004,003,Altlußheim
08,2,26,5004,032,"Hockenheim, Stadt"
08,2,26,5004,059,Neulußheim
08,2,26,5004,068,Reilingen
08,2,26,5005,,GVV Neckargemünd
08,2,26,5005,006,Bammental
08,2,26,5005,022,Gaiberg
08,2,26,5005,056,"Neckargemünd, Stadt"
08,2,26,5005,097,Wiesenbach
08,2,26,5006,,GVV Rauenberg
08,2,26,5006,046,Malsch
08,2,26,5006,054,Mühlhausen
08,2,26,5006,065,"Rauenberg, Stadt"
08,2,26,5007,,GVV Schönau
08,2,26,5007,027,Heddesbach
08,2,26,5007,029,Heiligkreuzsteinach
08,2,26,5007,080,"Schönau, Stadt"
08,2,26,5007,099,Wilhelmsfeld
08,2,26,5008,,VVG der Stadt Sinsheim
08,2,26,5008,085,"Sinsheim, Stadt"
08,2,26,5008,101,Zuzenhausen
08,2,26,5008,102,Angelbachtal
08,2,26,5009,,GVV Waibstadt
08,2,26,5009,017,Epfenbach
08,2,26,5009,055,"Neckarbischofsheim, Stadt"
08,2,26,5009,058,Neidenstein
08,2,26,5009,066,Reichartshausen
08,2,26,5009,091,"Waibstadt, Stadt"
08,2,26,5009,106,Helmstadt-Bargen
08,2,26,5010,,VVG der Stadt Wiesloch
08,2,26,5010,010,Dielheim
08,2,26,5010,098,"Wiesloch, Stadt"
08,2,3,,,Region Nordschwarzwald
08,2,31,,,"Pforzheim, Stadtkreis"
08,2,31,0000,,"Pforzheim, Stadt"
08,2,31,0000,000,"Pforzheim, Stadt"
08,2,35,,,Calw
08,2,35,0065,,Schömberg
08,2,35,0065,065,Schömberg
08,2,35,0080,,"Wildberg, Stadt"
08,2,35,0080,080,"Wildberg, Stadt"
08,2,35,5001,,VVG der Stadt Altensteig
08,2,35,5001,006,"Altensteig, Stadt"
08,2,35,5001,022,Egenhausen
08,2,35,5001,066,Simmersfeld
08,2,35,5002,,GVV Althengstett
08,2,35,5002,007,Althengstett
08,2,35,5002,029,Gechingen
08,2,35,5002,057,Ostelsheim
08,2,35,5002,067,Simmozheim
08,2,35,5003,,VVG der Stadt Bad Herrenalb
08,2,35,5003,018,Dobel
08,2,35,5003,033,"Bad Herrenalb, Stadt"
08,2,35,5004,,VVG der Stadt Bad Liebenzell
08,2,35,5004,008,"Bad Liebenzell, Stadt"
08,2,35,5004,073,Unterreichenbach
08,2,35,5005,,GVV Teinachtal
08,2,35,5005,047,"Neubulach, Stadt"
08,2,35,5005,050,Neuweiler
08,2,35,5005,084,"Bad Teinach-Zavelstein, Stadt"
08,2,35,5006,,VVG der Stadt Calw
08,2,35,5006,055,Oberreichenbach
08,2,35,5006,085,"Calw, Stadt"
08,2,35,5007,,VVG der Stadt Nagold
08,2,35,5007,020,Ebhausen
08,2,35,5007,032,"Haiterbach, Stadt"
08,2,35,5007,046,"Nagold, Stadt"
08,2,35,5007,060,Rohrdorf
08,2,35,5008,,VVG der Stadt Bad Wildbad
08,2,35,5008,025,Enzklösterle
08,2,35,5008,035,Höfen an der Enz
08,2,35,5008,079,"Bad Wildbad, Stadt"
08,2,36,,,Enzkreis
08,2,36,0004,,Birkenfeld
08,2,36,0004,004,Birkenfeld
08,2,36,0028,,Illingen
08,2,36,0028,028,Illingen
08,2,36,0030,,Ispringen
08,2,36,0030,030,Ispringen
08,2,36,0033,,"Knittlingen, Stadt"
08,2,36,0033,033,"Knittlingen, Stadt"
08,2,36,0046,,Niefern-Öschelbronn
08,2,36,0046,046,Niefern-Öschelbronn
08,2,36,0070,,Keltern
08,2,36,0070,070,Keltern
08,2,36,0071,,Remchingen
08,2,36,0071,071,Remchingen
08,2,36,0072,,Straubenhardt
08,2,36,0072,072,Straubenhardt
08,2,36,5001,,GVV Heckengäu
08,2,36,5001,019,Friolzheim
08,2,36,5001,025,"Heimsheim, Stadt"
08,2,36,5001,039,Mönsheim
08,2,36,5001,065,Wiernsheim
08,2,36,5001,067,Wimsheim
08,2,36,5001,068,Wurmberg
08,2,36,5002,,GVV Kämpfelbachtal
08,2,36,5002,011,Eisingen
08,2,36,5002,074,Kämpfelbach
08,2,36,5002,076,Königsbach-Stein
08,2,36,5003,,VVG der Stadt Maulbronn
08,2,36,5003,038,"Maulbronn, Stadt"
08,2,36,5003,061,Sternenfels
08,2,36,5004,,VVG der Stadt Mühlacker
08,2,36,5004,040,"Mühlacker, Stadt"
08,2,36,5004,050,Ötisheim
08,2,36,5005,,VVG der Stadt Neuenbürg
08,2,36,5005,013,Engelsbrand
08,2,36,5005,043,"Neuenbürg, Stadt"
08,2,36,5006,,GVV Neulingen
08,2,36,5006,031,Kieselbronn
08,2,36,5006,073,Neulingen
08,2,36,5006,075,Ölbronn-Dürrn
08,2,36,5007,,GVV Tiefenbronn
08,2,36,5007,044,Neuhausen
08,2,36,5007,062,Tiefenbronn
08,2,37,,,Freudenstadt
08,2,37,0002,,"Alpirsbach, Stadt"
08,2,37,0002,002,"Alpirsbach, Stadt"
08,2,37,0004,,Baiersbronn
08,2,37,0004,004,Baiersbronn
08,2,37,0045,,Loßburg
08,2,37,0045,045,Loßburg
08,2,37,5001,,GVV Dornstetten
08,2,37,5001,019,"Dornstetten, Stadt"
08,2,37,5001,030,Glatten
08,2,37,5001,061,Schopfloch
08,2,37,5001,074,Waldachtal
08,2,37,5002,,VVG der Stadt Freudenstadt
08,2,37,5002,028,"Freudenstadt, Stadt"
08,2,37,5002,073,Seewald
08,2,37,5002,075,Bad Rippoldsau-Schapbach
08,2,37,5003,,VVG der Stadt Horb am Neckar
08,2,37,5003,024,Empfingen
08,2,37,5003,027,Eutingen im Gäu
08,2,37,5003,040,"Horb am Neckar, Stadt"
08,2,37,5005,,VVG der Gemeinde Pfalzgrafenweiler
08,2,37,5005,032,Grömbach
08,2,37,5005,054,Pfalzgrafenweiler
08,2,37,5005,072,Wörnersberg
08,3,,,,Reg.-Bez. Freiburg
08,3,1,,,Region Südlicher Oberrhein
08,3,11,,,"Freiburg im Breisgau, Stadtkreis"
08,3,11,0000,,"Freiburg im Breisgau, Stadt"
08,3,11,0000,000,"Freiburg im Breisgau, Stadt"
08,3,15,,,Breisgau-Hochschwarzwald
08,3,15,0068,,Lenzkirch
08,3,15,0068,068,Lenzkirch
08,3,15,0076,,"Neuenburg am Rhein, Stadt"
08,3,15,0076,076,"Neuenburg am Rhein, Stadt"
08,3,15,0133,,"Vogtsburg im Kaiserstuhl, Stadt"
08,3,15,0133,133,"Vogtsburg im Kaiserstuhl, Stadt"
08,3,15,5001,,VVG der Stadt Bad Krozingen
08,3,15,5001,006,"Bad Krozingen, Stadt"
08,3,15,5001,048,Hartheim am Rhein
08,3,15,5002,,VVG der Stadt Breisach am Rhein
08,3,15,5002,015,"Breisach am Rhein, Stadt"
08,3,15,5002,059,Ihringen
08,3,15,5002,072,Merdingen
08,3,15,5003,,GVV Dreisamtal
08,3,15,5003,020,Buchenbach
08,3,15,5003,064,Kirchzarten
08,3,15,5003,084,Oberried
08,3,15,5003,109,Stegen
08,3,15,5004,,VVG der Gemeinde Ehrenkirchen
08,3,15,5004,014,Bollschweil
08,3,15,5004,131,Ehrenkirchen
08,3,15,5005,,VVG der Gemeinde Gundelfingen
08,3,15,5005,047,Gundelfingen
08,3,15,5005,051,Heuweiler
08,3,15,5006,,VVG der Stadt Heitersheim
08,3,15,5006,008,Ballrechten-Dottingen
08,3,15,5006,033,Eschbach
08,3,15,5006,050,"Heitersheim, Stadt"
08,3,15,5007,,GVV Hexental
08,3,15,5007,003,Au
08,3,15,5007,056,Horben
08,3,15,5007,073,Merzhausen
08,3,15,5007,107,Sölden
08,3,15,5007,125,Wittnau
08,3,15,5008,,VVG der Gemeinde Hinterzarten
08,3,15,5008,016,Breitnau
08,3,15,5008,052,Hinterzarten
08,3,15,5009,,GVV Kaiserstuhl-Tuniberg
08,3,15,5009,013,Bötzingen
08,3,15,5009,030,Eichstetten am Kaiserstuhl
08,3,15,5009,043,Gottenheim
08,3,15,5010,,VVG der Stadt Löffingen
08,3,15,5010,039,Friedenweiler
08,3,15,5010,070,"Löffingen, Stadt"
08,3,15,5011,,GVV March-Umkirch
08,3,15,5011,115,Umkirch
08,3,15,5011,132,March
08,3,15,5012,,GVV Müllheim-Badenweiler
08,3,15,5012,004,Auggen
08,3,15,5012,007,Badenweiler
08,3,15,5012,022,Buggingen
08,3,15,5012,074,"Müllheim, Stadt"
08,3,15,5012,111,"Sulzburg, Stadt"
08,3,15,5013,,GVV St. Peter
08,3,15,5013,041,Glottertal
08,3,15,5013,094,St. Märgen
08,3,15,5013,095,St. Peter
08,3,15,5014,,VVG der Gemeinde Schallstadt
08,3,15,5014,028,Ebringen
08,3,15,5014,089,Pfaffenweiler
08,3,15,5014,098,Schallstadt
08,3,15,5015,,VVG der Gemeinde Schluchsee
08,3,15,5015,037,Feldberg (Schwarzwald)
08,3,15,5015,102,Schluchsee
08,3,15,5016,,GVV Staufen-Münstertal
08,3,15,5016,108,"Staufen im Breisgau, Stadt"
08,3,15,5016,130,Münstertal/Schwarzwald
08,3,15,5017,,VVG der Stadt Titisee-Neustadt
08,3,15,5017,031,Eisenbach (Hochschwarzwald)
08,3,15,5017,113,"Titisee-Neustadt, Stadt"
08,3,16,,,Emmendingen
08,3,16,5001,,GVV Denzlingen-Vörstetten-Reute
08,3,16,5001,009,Denzlingen
08,3,16,5001,036,Reute
08,3,16,5001,045,Vörstetten
08,3,16,5002,,GVV Elzach
08,3,16,5002,003,Biederbach
08,3,16,5002,010,"Elzach, Stadt"
08,3,16,5002,055,Winden im Elztal
08,3,16,5003,,VVG der Stadt Emmendingen
08,3,16,5003,011,"Emmendingen, Stadt"
08,3,16,5003,024,Malterdingen
08,3,16,5003,039,Sexau
08,3,16,5003,043,Teningen
08,3,16,5003,054,Freiamt
08,3,16,5004,,GVV Kenzingen-Herbolzheim
08,3,16,5004,017,"Herbolzheim, Stadt"
08,3,16,5004,020,"Kenzingen, Stadt"
